book_id,work_id,title,language_group,text_word_count,true_genres,predicted_genres,label_error_count
367184,357189,Women's Studies,Unknown,121,"fiction | history, historical fiction, biography | romance | non-fiction | young-adult","history, historical fiction, biography | non-fiction",3
3673850,1039033,A Separate Little War: The Banff Coastal Command Strike Wing Versus the Kriegsmarine and Luftwaffe in Norway September 1944 to May 1945,English,93,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
367446,2094718,"Body Wave (Bad Hair Day Mystery, #4)",English,94,"fiction | romance | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",0
3676770,2230199,The Evil Seed,Unknown,102,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",0
3679802,745908,Steel Toes: A Novel,Unknown,198,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
3680411,3723777,"Hedgewitch: Spells, Crafts & Rituals for Natural Magick",Unknown,194,"non-fiction | fantasy, paranormal",non-fiction,1
3680497,3723863,"Succubus Takes Manhattan (Succubus, #2)",English,167,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
3682150,3725535,Cloudy in the West,Unknown,219,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult",3
3684856,3793700,Fool,English,485,"fiction | history, historical fiction, biography | fantasy, paranormal","fiction | history, historical fiction, biography | fantasy, paranormal",0
3686152,3729558,Samlede Digte: Digte 1960 1996,English,111,fiction | poetry,young-adult,3
3686562,20782089,"The Hobbits: The Many Lives of Bilbo, Frodo, Sam, Merry and Pippin",Unknown,123,"fiction | non-fiction | fantasy, paranormal","fiction | history, historical fiction, biography | non-fiction",2
368664,358649,Women in Music: An Anthology of Source Readings from the Middle Ages to the Present,Unknown,52,"history, historical fiction, biography | non-fiction",non-fiction | poetry,2
3688038,3731474,Quarrel with the King: The Story of an English Family on the High Road to Civil War,English,23,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction | children",2
368917,260248,Dubliners,English,122,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | non-fiction | comics, graphic | poetry",3
3689566,14738707,The Hound of the Baskervilles (Oxford Bookworms Stage 4),English,80,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",2
3689932,3733374,Haiku Baby,Unknown,69,young-adult | children | poetry,non-fiction | children | poetry,2
369293,944237,"Cloning Miranda (Clone, #1)",English,79,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children",romance | young-adult,5
369294,2493118,After the War,English,162,"fiction | history, historical fiction, biography | non-fiction | young-adult | children","fiction | history, historical fiction, biography | young-adult | children",1
3698169,2334644,She,English,158,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | young-adult",4
3698497,471404,Out of Bounds,Unknown,98,fiction | young-adult | children,fiction | romance | young-adult | children,1
370121,360095,Blue's Bad Dream,Unknown,25,fiction | children,"fiction | romance | fantasy, paranormal | young-adult | children",3
370373,360344,Ventanas de Manhattan,Unknown,262,non-fiction,"fiction | history, historical fiction, biography | poetry",4
3705701,1493348,Il quarto protocollo,Non-English,143,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | mystery, thriller, crime",1
37064,36969,Divine Filth: Lost Writings,English,62,fiction | poetry,fiction | non-fiction,2
3708806,3752362,Pathfinder Chronicles: Guide to Darkmoon Vale,English,101,"fiction | fantasy, paranormal","fiction | fantasy, paranormal",0
371050,361017,"Karen's Twin (Baby-Sitters Little Sister, #45)",English,30,fiction | young-adult | children,fiction | young-adult | children,0
371054,361021,"Claudia and the Mystery in the Painting (Baby-Sitters Club Mystery, #32)",English,30,"fiction | mystery, thriller, crime | young-adult | children","fiction | history, historical fiction, biography | romance | mystery, thriller, crime | young-adult | children",2
3711765,2105503,Wolverine: Bloody Choices,English,107,"comics, graphic","fiction | mystery, thriller, crime | comics, graphic",2
3718153,1336027,Ángeles rebeldes,Non-English,139,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography",2
372006,1459062,"The Resistance (The Fey, #4)",Unknown,33,"fiction | romance | fantasy, paranormal","fiction | fantasy, paranormal | comics, graphic",2
3720746,3918943,Kew Gardens,English,149,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography",0
3722332,3766040,The Quest of Dai: The Eroe,Unknown,145,"fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | young-adult",0
372296,362235,Molecules: A Very Short Introduction,Unknown,58,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | children",1
372883,3331021,Tess of the D'Urbervilles,Unknown,142,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
3729831,47235,The Dog of the South,Unknown,135,fiction,"non-fiction | mystery, thriller, crime",3
3733800,3777605,"Change the Game: One Athlete's Thoughts on Sports, Dreams, and Growing Up",Unknown,43,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | children",1
373707,363612,Whore,Unknown,152,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",0
373792,363695,The Bewildered,Unknown,224,fiction,"fantasy, paranormal | young-adult",3
3741488,59137,Crónica de uma Morte Anunciada,Non-English,128,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",fiction | romance,3
374388,364275,Testament of Youth,Unknown,119,"fiction | history, historical fiction, biography | romance | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",3
374494,1394552,"The Kommandant's Girl (The Kommandant's Girl, #1)",English,155,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",1
374653,3049535,Silas Marner,English,271,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | poetry",1
374711,364583,"Renegade Regionalists: The Modern Independence of Grant Wood, Thomas Hart Benton, and John Steuart Curry",Unknown,104,"history, historical fiction, biography","history, historical fiction, biography | non-fiction",1
374784,89633,"Nana (Les Rougon-Macquart, #9)",English,180,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography",1
37516,37380,Spinoza: A Life,English,148,"history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",1
3751634,8133,Berlin Blues,Unknown,155,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | romance",1
375228,365098,Growing Girls: The Mother of All Adventures,Unknown,320,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
375276,365146,Imagist Poetry: An Anthology,Unknown,54,non-fiction | poetry,non-fiction | poetry,0
3753719,3797583,"Boomtown (Boomtown, #1)",English,137,fiction | young-adult | children,"fantasy, paranormal | young-adult | children",2
3755198,3797641,Italy: A Difficult Democracy: A Survey of Italian Politics,Unknown,137,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
375789,985716,Catch Me If You Can,English,146,"fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime | comics, graphic","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",1
37611,120106,Monsoon Diary: A Memoir with Recipes,Unknown,187,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
376160,904823,Wilhelm Meister's Apprenticeship,English,101,fiction | romance | poetry,"fiction | history, historical fiction, biography",3
376342,2155703,The Serpent and the Rainbow,English,154,"fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic","history, historical fiction, biography | non-fiction | mystery, thriller, crime",3
3765439,14423065,Diary of Daniella Rolfe,English,63,"romance | fantasy, paranormal","romance | fantasy, paranormal | mystery, thriller, crime",1
37663,37504,The Tragedy of American Compassion,Unknown,20,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
3766541,3078186,"À Boleia pela Galáxia (O Guia da Galáxia para quem anda à Boleia, #1)",Non-English,103,"fiction | fantasy, paranormal | young-adult",fiction | young-adult,1
3767809,3811806,One True Theory of Love,Unknown,156,fiction | romance,fiction | romance,0
376795,1592588,A Weave of Women,Unknown,70,"fiction | history, historical fiction, biography | romance | poetry","fiction | history, historical fiction, biography | fantasy, paranormal | poetry",2
377098,17046093,The Wreck of the Whaleship Essex,English,163,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | comics, graphic",2
3773072,1661521,King Jesus,Unknown,50,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | fantasy, paranormal",1
3773524,3817535,Turtle and Snake and the Christmas Tree,Unknown,47,children,fiction | children,1
377415,1677131,The Minotaur (Jake Grafton #4),English,20,"fiction | history, historical fiction, biography | romance | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult | children",4
377555,367391,Bob Saves the Porcupines,English,48,fiction | children,fiction | children,0
3776345,3820376,Rods Down and Dropped Fires: Illinois Central and the Steam Age in Perspective,Unknown,92,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",1
3777811,3821861,The Forgotten Army: India's Armed Struggle for Independence 1942-1945,Unknown,320,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
377914,74885,"Dead Right (Inspector Banks, #9)",English,68,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
3779890,3823978,The Historians' Paradox: The Study of History in Our Time,Unknown,196,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
378167,2534995,Star Beast,English,124,"fiction | fantasy, paranormal | young-adult | children",non-fiction | children,4
378190,368025,Design Your Own Coat of Arms: An Introduction to Heraldry,Unknown,294,"history, historical fiction, biography | non-fiction",non-fiction,1
3786123,3423388,Magellan and the First Circumnavigation of the World,Unknown,59,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | children | comics, graphic",3
37885,37679,Black Titan: A.G. Gaston and the Making of a Black American Millionaire,Unknown,407,"history, historical fiction, biography | non-fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction",2
3788596,3832720,Wilde Stories 2008: The Best of the Year's Gay Speculative Fiction,Unknown,105,"fiction | romance | fantasy, paranormal","fiction | fantasy, paranormal",1
3789698,3833824,"The Woman Behind the New Deal: The Life of Frances Perkins, FDR'S Secretary of Labor and His Moral Conscience",English,235,"history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",1
379023,368846,American Portraits: Revenge of the Aztecs,English,107,young-adult | children,"history, historical fiction, biography | non-fiction",4
379063,368882,Guitar Army: Rock and Revolution with The MC5 and the White Panther Party,Unknown,192,"history, historical fiction, biography","history, historical fiction, biography | non-fiction",1
379348,369156,"10,000 Days of Thunder: A History of the Vietnam War",Unknown,229,"fiction | history, historical fiction, biography | non-fiction | young-adult | children","history, historical fiction, biography | non-fiction",3
37985,37779,A Search for What Is Real,Unknown,226,non-fiction,non-fiction,0
380247,370049,"The Amazing Spider-Man, Vol. 9: Skin Deep",English,50,"fiction | fantasy, paranormal | young-adult | children | comics, graphic","fiction | fantasy, paranormal | children | comics, graphic",1
3804146,3848353,The Last Trip of the Juno,Unknown,27,"comics, graphic",fiction,2
38058,620219,Agincourt: Henry V and the Battle That Made England,Unknown,186,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",1
3814673,652328,Zenzele: A Letter for My Daughter,Unknown,124,"fiction | history, historical fiction, biography | non-fiction | young-adult | comics, graphic","fiction | history, historical fiction, biography | non-fiction",2
381572,371356,Wolverine: Snikt!,Unknown,53,"fiction | mystery, thriller, crime | comics, graphic","fiction | fantasy, paranormal | comics, graphic",2
381907,371684,Toward a Feminist Theory of the State,Unknown,43,non-fiction,"history, historical fiction, biography | non-fiction",1
3820251,1084312,The Aguero Sisters,Unknown,122,"fiction | history, historical fiction, biography | romance | fantasy, paranormal","fiction | history, historical fiction, biography | mystery, thriller, crime",3
3821841,3866151,ABC in San Francisco,Unknown,29,non-fiction | children,non-fiction | children,0
382253,372030,The Hormone Jungle,Unknown,50,"fiction | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
3822943,3097572,The Time Traders,Unknown,121,"fiction | history, historical fiction, biography | fantasy, paranormal | young-adult","fiction | history, historical fiction, biography | mystery, thriller, crime",3
382678,14596742,"Promise Me (Myron Bolitar, #8)",English,421,"fiction | mystery, thriller, crime | children","fiction | romance | mystery, thriller, crime | young-adult",3
3828905,3873541,The White Road and Other Stories,English,41,"fiction | fantasy, paranormal","comics, graphic",3
3830714,3875388,Benjamin Disraeli,Unknown,210,"history, historical fiction, biography","history, historical fiction, biography | non-fiction",1
3831335,3876068,Trapp's Secret War,Unknown,81,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction",2
383146,2206645,From Time to Time,English,151,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",2
383217,372984,HR from the Heart: Inspiring Stories and Strategies for Building the People Side of Great Business,Unknown,187,non-fiction,non-fiction,0
3833526,700870,Birds of Prey,Unknown,120,"fiction | history, historical fiction, biography | fantasy, paranormal","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",1
3834952,3879747,The Fairy and the Chupacabra and Those Marfa Lights,Unknown,50,children,fiction | children,1
3835030,1385872,Frogs,Unknown,73,"fiction | history, historical fiction, biography | fantasy, paranormal | poetry","history, historical fiction, biography | non-fiction | poetry",3
38396,1065935,Einstein's Cosmos: How Albert Einstein's Vision Transformed Our Understanding of Space and Time,Unknown,84,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",1
3840182,991014,In the House of Secret Enemies,Unknown,38,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",0
3843432,231041,Green Calder Grass,Unknown,324,"fiction | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",4
3844451,1454854,"House of Bush, House of Saud: The Secret Relationship Between the World's Two Most Powerful Dynasties",Unknown,279,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
3847275,656086,Semurni Cintamu,Non-English,137,"fiction | history, historical fiction, biography | romance | poetry","fiction | history, historical fiction, biography | romance | young-adult",2
385152,374879,Emerson’s Transcendental Etudes,Unknown,138,fiction,"history, historical fiction, biography | non-fiction",3
385369,375088,"Detroit Deathwatch (The Executioner, #19)",English,174,"fiction | mystery, thriller, crime","mystery, thriller, crime",1
385395,375112,The Ways We Touch: Poems (Illinois Poetry Series),Unknown,79,poetry,non-fiction | poetry,1
3859529,3904653,Dark Card,Unknown,151,poetry,poetry,0
3861833,1626562,The Language of Emotional Intelligence: The Five Essential Tools for Building Powerful and Effective Relationships,Unknown,186,non-fiction,non-fiction,0
386316,3058500,Four Major Plays: A Doll's House/Ghosts/Hedda Gabler/The Master Builder,English,23,fiction | poetry,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children",5
386623,376269,Some Values of Landscape and Weather,Unknown,106,poetry,poetry,0
3872248,1970226,American Gods,English,126,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",2
3873328,3918521,The Dust of 100 Dogs,English,76,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",1
387448,377082,Wee Winnie Witch's Skinny,Unknown,135,"fiction | fantasy, paranormal | children","fiction | fantasy, paranormal | young-adult | children",1
387461,377095,Artist to Artist: 23 Major Illustrators Talk to Children about Their Art,English,121,"history, historical fiction, biography | non-fiction | fantasy, paranormal | young-adult | children","history, historical fiction, biography | non-fiction | children | comics, graphic",3
387470,6870,Louisa May Alcott,Unknown,63,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | comics, graphic | poetry",2
38767,38495,The Masterpiece (Alcott Legacy #2),Unknown,64,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | romance",1
3877271,6744340,vía del tarot,Unknown,293,"history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",1
387742,377373,Barron's GRE,Unknown,63,non-fiction,non-fiction,0
388143,377767,Exercising Through Your Pregnancy,Unknown,100,non-fiction,non-fiction,0
388159,377783,Rumours And Lies: The Fleetwood Mac Story,Unknown,30,"history, historical fiction, biography | non-fiction | young-adult","history, historical fiction, biography | non-fiction",1
388882,1086867,"Buenas noches, Luna",Unknown,102,"fiction | fantasy, paranormal | young-adult | children | poetry","fiction | fantasy, paranormal | poetry",2
388928,378547,Roman Britain: Outpost of the Empire,Unknown,32,"history, historical fiction, biography | non-fiction | children","history, historical fiction, biography | non-fiction",1
389296,378913,Kodansha's Essential Kanji Dictionary,Unknown,392,non-fiction,non-fiction,0
389341,378958,The Campaigns of Napoleon,English,658,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
389419,1778399,"Jinnah, Pakistan and Islamic Identity: The Search for Saladin",Unknown,96,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
389604,379221,My Numbers/ Mis Numeros,Unknown,55,non-fiction | children,non-fiction | children,0
38980,2073907,"The Princess Diaries (The Princess Diaries, #1)",English,133,"fiction | romance | fantasy, paranormal | young-adult | children","fiction | romance | fantasy, paranormal | young-adult | children",0
3917912,3963360,Displaced Persons,Unknown,43,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult | comics, graphic","fiction | history, historical fiction, biography | non-fiction | comics, graphic",4
3918010,3963458,"Kick-Ass (Kick-Ass, #1)",English,88,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | comics, graphic","fiction | fantasy, paranormal | young-adult | comics, graphic",1
391848,381450,Letters to Philip,Unknown,45,fiction | non-fiction,non-fiction,1
391980,381582,Buster Keaton: Tempest In A Flat Hat,Unknown,184,"history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction | comics, graphic",0
392143,3311984,The Hound of the Baskervilles,Unknown,59,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",1
3921592,21402347,Anne of Avonlea (Classic Start Series),Unknown,79,"fiction | history, historical fiction, biography | children","fiction | history, historical fiction, biography | romance | young-adult | children",2
3926296,45443843,Keeping a Journal,Unknown,104,non-fiction | young-adult,non-fiction,1
392749,382324,Natural Disasters,Unknown,86,"history, historical fiction, biography | non-fiction",non-fiction,1
392831,382403,Damsels in Distress: Biblical Solutions for Problems Women Face,English,116,non-fiction,non-fiction,0
3928882,318274,Classical Chinese Poetry: An Anthology,Unknown,195,non-fiction | poetry,non-fiction | poetry,0
3929729,1521454,La luna e i falò,Non-English,119,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography",0
393088,382655,"The New Elizabeth (Sweet Valley High, #63)",English,114,fiction | romance | young-adult | children,fiction | romance | young-adult,1
3931325,1847331,The Mystery of the Third Lucretia,Unknown,174,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",5
393248,382810,"The Shadow at Evening (The Lamb Among the Stars, #1)",Unknown,85,"fiction | fantasy, paranormal | young-adult","fiction | fantasy, paranormal | young-adult",0
393282,382844,My Life in Baseball: The True Record,English,34,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | young-adult | children | comics, graphic",3
3935350,3980908,El misterio de la isla de Tökland,Non-English,50,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic",3
394378,3331807,The Fountainhead,Unknown,59,"fiction | history, historical fiction, biography | romance | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
3944709,2897994,"Deeper (Tunnels, #2)",Unknown,114,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children",0
394513,384047,Daily Reflections: A Book of Reflections by A.A. Members for A.A. Members,Unknown,22,non-fiction,non-fiction,0
3946848,2417663,The Labrador Pact,Unknown,40,"fiction | fantasy, paranormal","fiction | romance | fantasy, paranormal | young-adult | children | comics, graphic",4
394915,384437,Evaluation: A Systematic Approach,English,190,non-fiction,non-fiction,0
3949310,3994953,Avec,Non-English,97,fiction,"fiction | mystery, thriller, crime | children",2
3954548,4000231,Off the Beaten (Subway) Track: New York City's Best Unusual Attractions,Unknown,112,fiction | non-fiction,,2
395534,385036,A Daughter of the Samurai,Unknown,185,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",0
3957312,4002996,The Sniper at War: From the American Revolutionary War to the Present Day,Unknown,134,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
3958053,776724,Le storie del ciclo di Cthulhu: Il mito. Tomo 1,Non-English,90,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic",2
396350,385835,"Slowly, Slowly in the Wind",Unknown,126,"fiction | mystery, thriller, crime",fiction | non-fiction,2
39784,1313894,Seventeen and In-Between,English,25,fiction | romance | young-adult | children,fiction | romance | young-adult,1
39788,39490,The Fourth Grade Wizards,Unknown,176,fiction | young-adult | children,fiction | romance | young-adult | children,1
39793,1482031,Before the Frost (Linda Wallander #1),English,161,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
3980285,14627520,Giovanna la Pazza: una regina ribelle nella Spagna dell'Inquisizione,Non-English,53,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | comics, graphic",3
3981716,1374605,Lunar Park,Non-English,105,"fiction | fantasy, paranormal | mystery, thriller, crime",fiction,2
398235,387688,Biology Through the Eyes of Faith: Christian College Coalition Series,Unknown,140,non-fiction,"history, historical fiction, biography | non-fiction",1
398615,1618676,"A Connecticut Yankee in Criminal Court (Mark Twain Mysteries, #2)",Unknown,50,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | mystery, thriller, crime",1
398676,1457929,Living Single,Unknown,300,fiction | romance,fiction | romance,0
398863,388311,"My Favorite Earthling (Otherworldly Men, #2)",English,42,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | young-adult",1
399171,388616,A Richer Heritage: Historic Preservation in the Twenty-First Century,Unknown,191,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
3995657,4041737,"Seducing the Darkness (The Darkness, #1)",English,228,"romance | fantasy, paranormal","romance | fantasy, paranormal | young-adult",1
399739,389173,Anne Boleyn,English,47,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | romance | non-fiction",1
3997514,374911,Put Out the Light,Unknown,191,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography",0
400015,389449,Empires On The Pacific,Unknown,180,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
400076,389509,Incredible animal adventures,Unknown,121,non-fiction | children,"fiction | history, historical fiction, biography | non-fiction | children",2
400088,962385,The Time Hackers,Unknown,120,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children | comics, graphic","fiction | fantasy, paranormal | mystery, thriller, crime",3
400796,2573376,My Life,Unknown,70,"history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | romance | non-fiction",2
4009488,4055849,Wasteland Book 3: Black Steel in the Hour of Chaos,English,55,"fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult",2
4009926,212267,"Crossfire (Crossfire, #1)",Unknown,259,"fiction | fantasy, paranormal | poetry","fiction | fantasy, paranormal",1
401190,1691279,First Class: Women Join the Ranks at the Naval Academy,Unknown,202,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
40138,1270501,Bone In The Throat,Unknown,117,"fiction | non-fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",1
4016434,15427905,Remy Goes to Therapy (Chevalier Men #2),Unknown,153,romance,"romance | fantasy, paranormal",1
401721,391125,Dirty Red,English,37,"fiction | romance | fantasy, paranormal",fiction,2
401819,391223,Respiratory Physiology: The Essentials,Unknown,100,non-fiction,non-fiction,0
401967,391370,A Dream Come True,Unknown,58,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance",2
40199,867141,How to Breathe Underwater,English,98,fiction | young-adult,fiction | non-fiction,2
4020686,89483,Fanshen: A Documentary of Revolution in a Chinese Village,Unknown,117,"fiction | history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",2
402251,1703657,Ethel & Ernest: A True Story,Unknown,200,"fiction | history, historical fiction, biography | romance | non-fiction | children | comics, graphic","fiction | history, historical fiction, biography | non-fiction",3
402252,1703657,Ethel and Ernest,Unknown,210,"fiction | history, historical fiction, biography | romance | non-fiction | children | comics, graphic","fiction | history, historical fiction, biography | non-fiction",3
402323,1069365,Wobegon Boy,Unknown,80,fiction,"history, historical fiction, biography | young-adult",3
40317,1943980,"Lean Mean Thirteen (Stephanie Plum, #13)",English,241,"fiction | romance | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime",1
4034119,1226217,Finding Violet Park,English,182,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | mystery, thriller, crime | young-adult",2
403478,392857,Phenomenology,Unknown,113,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
4035760,8238,بهترین داستان‌های کوتاه / ارنست میلر همینگوی,Non-English,351,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | non-fiction",1
4036037,9332113,George IV,Unknown,57,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
40372,1387412,"Pirates of Venus (Venus, #1)",English,189,"fiction | romance | fantasy, paranormal","fiction | fantasy, paranormal | mystery, thriller, crime",2
403800,393178,Experiencing God Through Prayer,Unknown,29,non-fiction,non-fiction,0
404414,393786,The History and Geography of Human Genes,Unknown,99,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
404702,394058,Desire: Poems,Unknown,125,fiction | romance | poetry,poetry,2
404853,394209,"Merry Christmas, Baby",English,284,"fiction | history, historical fiction, biography | romance",romance,2
404911,394267,"One Night of Scandal (Bluestocking Brides, #2)",English,44,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
4049114,659741,Secrecy,Unknown,189,"fiction | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | mystery, thriller, crime | young-adult",2
4055754,4102770,Palaeopathology,Unknown,145,non-fiction,"history, historical fiction, biography | non-fiction",1
406009,6723924,Cooking up a Storm,Unknown,191,"fiction | history, historical fiction, biography | romance | comics, graphic",romance,3
4060434,4107457,City Machine,Unknown,132,fiction,"fiction | fantasy, paranormal | mystery, thriller, crime",2
40609,40195,La fortaleza digital,Non-English,132,"fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | mystery, thriller, crime",2
40610,40195,Digital Fortress,Unknown,200,"fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",3
4066967,4114065,"Unbreakable (Shadow Destroyers, #1)",Unknown,247,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","romance | fantasy, paranormal | mystery, thriller, crime",2
4067088,24944000,Recherche,Unknown,44,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | mystery, thriller, crime",4
